标题,作者,图书简介,链接
小夜熊,Komako Sakai,"小男孩睡觉前跟妈妈讲了一个特别的故事：昨天夜里，来了一只可爱的小夜熊，请他帮忙找妈妈。他们找过蜂蜜商店、游乐场，甚至爬到电线杆上瞭望，都没有见到夜熊妈妈的踪影。不过，在流星的帮助下，他们最终找到了小夜熊的妈妈……
这是一个充满了绚丽色彩和奇思妙想的睡前故事。作者酒井驹子不拘一格地大面积运用柠檬黄、橙黄、水蓝和草绿色，同时又把漆黑的夜色凝聚成小熊的形象，把星星、月亮自然地编排进故事情节里。这一切，使得这个属于儿童的夜晚充满了活力和想象。在阅读的过程中，也许小读者还能跟随小夜熊一起，发现妈妈外出工作的必要和意义吧。",https://www.xiaohuasheng.cn/book/aba670935a84984b
找呀找,（法） 伊利娅·格林 著；刘春艳 译,《找呀找》内容：小宝宝从蓓蕾里诞生了。从他出生开始，他就跟一只小猫一起寻找一个温暖的家。他们俩一路寻找，从黑暗走向光明，从天上走到人间。最后他们终于找到了一个温暖的怀抱，那是妈妈的怀抱。绘本插图画面宁静平和，却充满了温暖的力量。,https://www.xiaohuasheng.cn/book/a4a9f899bc79a853
喂——哎——,（日） 和歌山静子 绘；蒲蒲兰 译,一只蚂蚁从洞里爬出来，不知向何处喊了一声“喂——”，翻页一看，哦！是只蝴蝶开心回答“哎——”。蝴蝶不知向何处喊“喂——”，翻页一看，哦！青蛙回答 “哎——”……出场动物一个比一个大，此起彼伏的呼唤和回应将它们一个个凑到一起……作为宝宝启蒙的第一本绘本，不断重复的两个简单的生字贯穿全书，就连 给0岁新生儿都能带来愉悦的阅读初体验。,https://www.xiaohuasheng.cn/book/cbb30dd218b7ad19
染染-水墨宝宝视觉启蒙绘本-叁,保冬妮 著；朱莹 绘,"《水墨宝宝视觉启蒙绘本》遵循婴儿的视觉发展特点，从点到实物，从黑白到彩色，《水墨宝宝视觉启蒙绘本》采用中国传统水墨，让宝宝同时能够得到艺术启蒙；语言启蒙也有动物的叫声、简单重复的语句训练到。当宝宝长到1岁多的时候，还可以成为他阅读的首批绘本之一。《染染》是“水墨宝宝视觉启蒙绘本”的第三册。 
从黑白无形的《点点》到墨色有形的《变变》，再到彩色水果的《染染》，宝宝的视觉世界越来越丰富多彩。
婴儿的感官学习从出生开始，延续到6岁。
宝宝一般在4个月对颜色有感受能力，但不能识别；宝宝在1岁到1岁半以后才具有学习识别颜色的能力。这时候，很多孩子还不能说话，妈妈教孩子认颜色，可以让孩子指认。
宝宝认识颜色是从红色开始的；因为红色是电磁波的可视光部分中的长波，也是三原色之一，色彩鲜艳。所以在本书中，我们把红色放在最前面。
宝宝认识红色的时间，会比认识物体的时间长，大约要用2〜3个月来巩固认知。理解颜色，需要给宝宝建立重复信号。建议妈妈在一两个月内帮助宝宝只认识一种颜色，巩固之后，再学下一种。一次学习辨认多种以上的颜色，容易造成宝宝心理压力，甚至引发宝宝的反感，拒绝认色。妈妈不要着急哦。",https://www.xiaohuasheng.cn/book/1bddfe31317d9058
鲸鱼塞莱娜,埃里克·巴图 （作者）,阳光鲸鱼小姐今天不开心，不再笑了，独自一个人在广袤无垠的大海里游荡。谁能给阳光鲸鱼小姐带回来好心情？谁能让她再笑起来？也许是一条会做鬼脸会翻筋斗的可爱的小鱼？这是一个关于孤独，慷慨的友谊和真诚的小故事。这个故事发现了在还不为人知的海底世界里，其实凶猛的令人害怕的大鲸鱼也需要别人，就像我们的人类世界一样。,https://www.xiaohuasheng.cn/book/20f606ddec044226
连在一起,（日） 三浦太郎 著；（日） 三浦太郎 绘；黄超 译,《连在一起》：金鱼和金鱼，连在一起了；鸭子和鸭子，连在一起了；大象和大象，连在一起了……每一次翻页都会有“连在一起”的惊喜！最后宝宝夹在爸爸妈妈中间也“连在一起”了，大家都笑了。用重复的节奏带给孩子快乐的婴儿绘本。书中有婴儿最初的认识，更洋溢着暖暖的亲情。,https://www.xiaohuasheng.cn/book/501e1ab8b89128b0
"可爱的鼠小弟20: 鼠小弟, 长大以后做什么?",（日） 中江嘉男 著；（日） 上野纪子 绘；（日） 猿渡静子 译,"《可爱的鼠小弟20:鼠小弟,长大以后做什么?》内容简介：小鸭子长大以后想做飞行员，小狮子长大以后想做理发师……大家都有自己的理想，可鼠小弟，你长大以后要做什么呢？在日本，“可爱的鼠小弟”系列自1974年问世以来就深受孩子们的喜爱，囊括日本各大童书奖项，累积重印1200次，被誉为“日本绘本史上不可逾越的巅峰”，也是世界绘本经典中的经典。该系列的前12册自2005年在国内出版以来，长期占据儿童畅销书排行榜首位，销量累计超过100万册，成为了最具口碑、最受欢迎的儿童早期阅读启蒙读物。以极少的元素创造极为单纯、却又回味无穷的快乐，是“可爱的鼠小弟”系列的独特魅力。继前12册之后，鼠小弟又带来了更新鲜、更有趣的故事！做松饼，堆雪人，过圣诞节，玩捉迷藏，玩跷跷板，去海边，鼠小弟甚至还换上了灰色的小背心。鼠小弟的朋友越来越多，他们的活动也更加丰富多彩，不过，出人意料的结局还是在每个故事的结尾等着我们……清爽明快的色彩，充满质感的铅笔线条，舞台似的独特构图，“可爱的鼠小弟”用一个又一个幽默、温馨、出人意料的故事带给了孩子们无尽的阅读乐趣，而活泼俏皮、真诚善良的鼠小弟更是走入了千万孩子的心中，成为了名副其实的绘本偶像人物。",https://www.xiaohuasheng.cn/book/f170ced4f7c56ccf
小布启蒙成长翻翻书: 小布穿衣服,罗德·坎贝尔，大麦（译）,无简介,https://www.xiaohuasheng.cn/book/12638635cf46e292
蹦蹦跳跳动物操,（日） 中川李枝子,无简介,https://www.xiaohuasheng.cn/book/4b64184f352c1c02
猜猜是谁在笑,（日） 米津祐介 著；张瑜珈 译,[创意大师洞洞翻翻启蒙纸板书 猜猜是谁在笑? 双语版],https://www.xiaohuasheng.cn/book/2b4c39c899f6ab64
小学英语词语学习手册(新教材升级版),《小学英语词语学习手册》编写组 编；null 绘；null 译；null 校；null 注；null 编纂；null 摄影；null 口述；null 朗读；null 整理；null 书写,《小学英语词语学习手册（新教材升级版）》根据人民教育出版社《义务教育教科书·英语（PEP）》的内容编写，由六大部分组成。第一部分：单词（按字母顺序排列），涉及PEP教材三年级上册至六年级下册共8册教材中的全部单词和短语（约800个），另收录一些常用的单词和短语（约200个）。每个单词标明音标、词性和词义，同时注上该词首次在PEP教材中出现的册次和单元。字母B代表小学教材，例如Bl-3表示三年级上册第3单元。未标出具体教材出处的为其他较常见的拓展词汇。词汇的要求标示如下：标有☆的单词要求听、说、读、写；黑体词要求听、说、认读；白体词为各单元中首次出现的单词，作听、说要求。第二部分：单词（按教材单元排列），便于学生和教师分册复习、指导，尤其是便于六年级师生总复习时查询。第三部分：主要句型和谚语（按教材单元排列）。收录了PEP8册教材中的重难点句型，部分谚语和释义。第四部分：语音歌谣。本部分将各册语音板块的歌谣按顺序呈现，弥补教材中没有相应文字的缺憾。 第五、六部分：单词归类和句型归类。本部分非常全面地收录了小学阶段主要话题的单词和句型，分类词汇和句型能使学生通过类别的联想来记忆单词、理解句型，是英语学习行之有效的方法。 本手册的词汇释义简明、确切。开本大小合适，便于携带，方便学生和教师使用。《小学英语词语学习手册》不仅能给学生提供学习参考，也能为教师提供丰富的教学资源，希望它能成为广大师生的良师益友。由于编写时间仓促，难免会有疏漏和错误之处，敬请读者批评指正。,https://www.xiaohuasheng.cn/book/700dadc5628286c3
蜡笔小黑和神奇的朋友,（日） 中屋美和 著；朱自强 译,蜡笔小黑出门散步时，先后遇见了巴士和轮船，为了让他们行驶起来，小黑用自己的黑颜色画出了马路和海浪。其他蜡笔听说这些神气的交通工具后，也要去见识见识，没想到竟遇见了更酷的高速列车。为了让高速列车跑起来，蜡笔们画出了漂亮的城市，还画上了铁轨。列车不断加速，越跑越快，这时，意外发生了……《蜡笔小黑》的精彩续集，造型各异的交通工具竟然都是同一个神奇的朋友变的，他到底是谁呢？一波三折的故事，五彩缤纷的色彩，天马行空的想象，带给孩子新鲜有趣的阅读感受。,https://www.xiaohuasheng.cn/book/12d85cba68fd2124
鸭子骑车记,（美） 大卫·夏农 著；彭懿 译,鸭子骑车？这可真是个疯狂的想法！但有一只鸭子真的办到了！农场里的马、牛、羊、鸡、狗、老鼠……对鸭子骑车这件事有什么看法呢？在一个平平常常的下午，动物们干了一件很不平凡的事情……作者通过这个让人兴奋又愉悦的故事，生动地描绘出孩子勇于探险的心理特征，让孩子读后产生极大的满足感。,https://www.xiaohuasheng.cn/book/e04b4ca0827eb414
我喜欢书,〔英〕安东尼·布朗 Anthony Browne 文／图，余治莹 译,"《我喜欢书》内容简介：向孩子展示了一个丰富的、神奇的、有趣的书的世界，让他们知道，书里可以有好笑的事情，有恐怖故事，有童话，有儿歌、有恐龙，有怪物，有奇妙的宇宙，有知识，有强盗……有一切他们想到的和想不到的事情……撩动他们对阅读的好奇和渴望。

  点击链接进入： 
《月亮,你好吗?》  
《雪花人》  
《小恩的秘密花园》  
《祝你生日快乐》  
《和甘伯伯去游河》  
《大卫上学去》  
《海底的秘密》  
《疯狂星期二》  
《菲菲生气了-非常、非常的生气》  
《大卫惹麻烦》  
《妈妈的红沙发》  
《我喜欢书》  
《我妈妈》  
《我爸爸》  
《大卫,不可以》  
《阿文的小毯子》  
《奥莉薇》  
《花婆婆》  
《是谁嗯嗯在我的头上》  
《大猩猩》  
《天空在脚下》  
《这样的尾巴可以做什么?》  
《让路给小鸭子》  
《看!身体怎么说话》  
《看!各种角度看名画》  
《我的兔子朋友》  
《晴朗的一天》  
《小仙女艾丽斯》  
《看!线条怎么说话》  
《会说晚安的故事》",https://www.xiaohuasheng.cn/book/34a5daa74335f3e1
米菲认知洞洞书,迪克·布鲁纳 著；杨定安 译,《米菲认知洞洞书(套装共8册)》“米菲认知洞洞书”通过玩具书的形式帮助幼儿进行基础认知，包括颜色识别、形状识别、大小判断、观察训练、形象训练、想象力训练等等。所涉及内容均为幼儿日常所熟悉和感兴趣的事物，并配以简短生动的文字描述。,https://www.xiaohuasheng.cn/book/73cd82abfb821d90
铃木绘本蒲公英系列: 我的苹果,（日） 宫本忠夫 著；彭懿，周龙梅 译,《铃木绘本》（郁金香系列）上市后，凭借其趣味盎然的故事，细腻温馨的画面，以及图书品质，获得了家长和孩子们的好评，也有很好的市场反响。《铃木绘本·蒲公英系列》是铃木绘本中的低年龄段绘本，针对2~4岁儿童，挑选了日本绘本作家的代表作品，由彭懿、周龙梅翻译，译文优美、生动有趣，故事充满智慧，包含亲情、友情、成长、勇气与分享等主题。画风亲切，色彩鲜明，整体作品具有亲和力，是亲子共读之作。,https://www.xiaohuasheng.cn/book/26133533a76a8d09
