标题,作者,图书简介,链接
I'm the Biggest Thing in the Ocean!,Kevin Sherry,"When a giant squid takes inventory of all of the creatures in the ocean, he realizes that heas way bigger than most of them  Of course, there are bigger things lurking around . . . but maybe this giant squid with a giant touch of hubris doesnat really care? First-time author-illustrator Kevin Sherry is sure to garner fans of all sizes for his perfect-for-preschool read-aloud with simple text, bold and delightful collage art, and a lovable squid whose spirit just cannot be crushed.  Choking Hazard - Small parts. Not for children under 3 years.",https://www.xiaohuasheng.cn/book/d46fa036c607e41a
Bizzy Bear: Fire Rescue!,"Nosy Crow, Benji Davies (Illustrations)","With chunky sliders to push and pull, this robust little board book is perfect for active toddlers. Rich in visual detail and with touches of humor, it is sure to become a classic in the family library. 

Bizzy Bear is lending a hand at the fire station when he receives an emergency call summoning the team’s help. Join the fire fighters as they race to the rescue in this action-packed story for the very young!",https://www.xiaohuasheng.cn/book/cdad816f945d7633
My Awesome Counting Book,nelson,无简介,https://www.xiaohuasheng.cn/book/75d147927b73fe3b
Big Little,Leslie Patricelli ,"Whether youre big or little, learning about opposites has never been more fun - or funny - than with this winning board book.

Ladies are big, but ladybugs are little. Amiably illustrated in a bright, graphic style, Leslie Patricellis spirited board book, BIG LITTLE, stars an obliging, bald, and very expressive toddler who acts out each pair of opposites with comically dramatic effect.",https://www.xiaohuasheng.cn/book/e94329a76e783309
Shh we have a plan,Chris Haughton ,"From award-winning illustrator Chris haughton, one of the most exciting new voices in children's literature, comes a brand new picture book about a beautiful bird, an unquenchable desire and plans gone awry...Four friends, three big and one little, are out for a walk. Suddenly, they spot it - a beautiful bird perched high in a tree! They simply MUST have it and - SHH! - they have a PLAN. So they tip-toe, tip-toe very slowly, nets poised - ""Ready one...ready two...ready three...GO!"" But, at the turn of the page, we find a ridiculous bunch of very tangled characters and a blissfully oblivious bird, flying away.",https://www.xiaohuasheng.cn/book/7701c94a8203521e
Busy police station,"Mandy Archer, Ian Cunliffe","All busy toddlers will love exploring this bright lift-the-flap board book from Ladybird. See what happens in a busy day at the police station as Officer Annie goes about her day working in the police station, going down to the cells, training police dogs and even foiling a burglary! There are big, sturdy flaps to lift and even more flaps hidden under other ones! Can you also spot the little ladybird on every page?",https://www.xiaohuasheng.cn/book/d04608ecc0ba99a2
Are You My Mother?,P.D. Eastman（P·D·伊士曼） 著；P. D. Eastman（P·D·伊士曼） 绘,"A baby bird is hatched while his mother is away. Fallen from his nest, he sets out to look for her and asks everyone he meets -- including a dog, a cow, and a plane -- ""Are you my mother?""
这本儿童书是一个关于小鸟找妈妈的故事。小鸟破壳而出的时候，鸟妈妈正好出去觅食了，找不到妈妈的小鸟，最后和妈妈相见了吗？让我们一起进入故事寻找答案吧。",https://www.xiaohuasheng.cn/book/d6b52c3f3d57293e
Comparing is fun: Big and Small,Unknown,无简介,https://www.xiaohuasheng.cn/book/d9da442936b7b54e
别哭啦,（日） 米津祐介 著；张瑜珈 译,[创意大师洞洞翻翻启蒙纸板书 别哭啦 双语版],https://www.xiaohuasheng.cn/book/9b3766dd05935b4
Each Peach Pear Plum,Allan Ahlberg 著；Janet Ahlberg 绘,"书名虽然说都是几个水果，但这不是本讲水果知识的书。文字非常简单，每页就一句话，句式押韵重复。但故事性很强，而且可以在桃树、梨树和李树上找东西，也是一本孩子会喜欢的游戏书。

拇指仙童、哈伯德大妈、灰姑娘、三只小熊、Baby Bunting 、牧羊女、杰克与吉尔、坏巫婆、罗宾汉这些童话故事中的主角都将在一片安静美丽的果园里出现。淡雅简单的画风，朴拙中又不失精致，突显出文意之外的幽默与趣味性。故事都是童谣人物，文字也是类似童谣的语言，读起来有点像唱歌~

Old Mother Hubbard, 
went to the cupboard, 
to give the poor dog a bone. 
When she came there, 
the cupboard was bare, 
and so the poor dog had none...",https://www.xiaohuasheng.cn/book/d4bae4da8991c6b3
Mickey Mouse Clubhouse Electronic Reader and 8-Book Library,无作者,无简介,https://www.xiaohuasheng.cn/book/8907bd371924b102
Maisy at the Beach,Lucy Cousins,"What’s even better than a new Maisy book? 
A new Maisy book with stickers!
 

Maisy and company have a full day of fun in Maisy at the Beach, collecting shells, building a sandcastle, and feasting on tasty snacks. Young readers join in the fun as they complete the scenes with more than 25 full-color, reusable stickers.",https://www.xiaohuasheng.cn/book/9c715f316866f01b
Five Little Men in a Flying Saucer,Dan Crisp (Illustrator),"When five little men come to visit Earth from Outer Space, they don't like what they see. Finding a planet that is spoiled and neglected, the little men fly away, one by one. Luckily, by the end of this much-loved counting song, the world becomes a better place to visit - and the five little men may even have had something to do with it! All children love this traditional rhyme and singing along will help to develop number skills. Bouncy illustrations, innovative die cutting and popular rhymes make Books with Holes a must for every child. Available in three formats, suitable for babies, toddlers, pre-schoolers and the nursery or classroom. Complete with Audio CD.",https://www.xiaohuasheng.cn/book/7e0b1ac3eba220a0
Funny Faces: A look and laugh mirror board book (First Baby Days),Pat-a-Cake Carol - Reading Writing and Riesling Daniel Morgan Ana Fantini Hoggett,"Bright and bold, high-contrast novelty board books that stimulate a baby's developing vision.

Stimulate a baby's developing vision with these bright and bold, high-contrast novelty board books.

Babies are able to react and respond to simple patterns and contrasting colours just a few weeks after being born. As their eyes develop, high-contrast shapes, patterns and reflective surfaces give newborns something simple to focus on, respond to and interact with. 

Funny Faces aids this development by using high-contrast colours, patterns with striking illustrations and a mirror to peer in to. Babies will react with delight as they look at the funny animals, play peek-a-boo, and giggle as they see themselves in the mirror. The simple text prompts parent interaction.

The perfect first book to share with your baby!",https://www.xiaohuasheng.cn/book/352e0acdb17c231
Say Hello Like This!,Mary Murphy,"Exploring the different kinds of ways animals say hello, this joyful companion to Mary Murphy's A Kiss Like This is an ideal read-aloud for babies and toddlers. Dogs say it loud - Bow-wow! Cats say it proud - Meow! And donkeys say it silly - Hee-haw! Using a clever split-page format that makes for funny and very noisy surprises, and with a glittery finale spread, Mary Murphy is sure to have those just learning to speak gurgling, giggling, clapping hands and making fun animal sounds, too!",https://www.xiaohuasheng.cn/book/a03633cc3ff76d21
Lulu Loves Numbers,"Camilla Reid, Ailie Busby (Illustrations)","Join Lulu as she learns how to count - and has lots of fun along the way! A trip to the farm with her mummy is the perfect time for Lulu to practise her numbers, and little ones  will love learning with Lulu in this brilliantly interactive  book.
 With a flap to lift on every spread, these  perfectly-sized board books with rounded corners are just-right for  little hands. Collect all four in the Lulu Loves series -  including Colours (781408849644), Noises (9781408849637), Numbers  (9781408849576) and Shapes (9781408849583).",https://www.xiaohuasheng.cn/book/63b6042d1fdf0b00
How Do You Feel?,Anthony Browne,"What better feeling than opening a new book from Anthony Browne? A simple look at familiar emotions for the very young.

How do you feel? Sometimes you feel happy, sometimes sad. At times you feel curious, but that may be followed by feeling . . . surprised. And of course you feel bored or lonely once in a while as well. With spare words and simple, graphic illustrations, quintessential chimp renderer Anthony Browne draws on insight and humor to reassure children with an exploration of the varied emotions they experience.",https://www.xiaohuasheng.cn/book/43ba5d72906eb82
This Little Cat,Petr Hor'cek,What do cats like? Flip the pages to find out - but watch out for the great surprise.,https://www.xiaohuasheng.cn/book/5cc7a41226ab02c5
"Eric carle Polar Bear, Polar Bear, What Do You Hear?",Bill Martin Jr/Eric Carle,"Eric Carle的“Brown Bear, Brown Bear, What Do You See?”在中国都快家喻户晓了吧，它用循环式格局形成一个情节的链条：一种动物引导出另一种动物。每页的英文句式短小而整饬上口，像儿歌一样，很方便孩子诵读和自然背记。

Polar Bear跟Brown Bear是一个系列，也是这样的结构，画风独特，单词简单，重复性强，很是上口。因为书中介绍了一些不常见的动物，单词比Brown Bear略难，不过仍旧适合启蒙阶段英语水平的孩子阅读。",https://www.xiaohuasheng.cn/book/48c0ab9a9a4fcf6c
躲猫猫游戏书:猜猜我是谁?,（美） 尼娜·兰登（Nina Laden） 著；张芳 译,《猜猜我是谁》入选了美国学者杂志评选的“100本最伟大的儿童书”。通过先猜再到验证，增加了孩子阅读的趣味性。印刷很赞，开本很适合宝宝，而且圆角的设计很安全，内容很适合亲子互动做游戏。,https://www.xiaohuasheng.cn/book/22519cb3910d7b77
"Hello, Little Bird",Petr Hor'cek,A sturdy new edition of a classic novelty board book for babies and toddlers.,https://www.xiaohuasheng.cn/book/1773eb57029f244c
"Don't Put Your Finger In The Jelly, Nelly!",Nick Sharratt,"This is a great reissuing of a classic children's die-cut picture book to tie in with Nick Sharratt's position as official illustrator for World Book Day 2006. Don't put your finger in the jelly, Nelly You might upset a jellyphant. With a larger format and the best covers yet, this reissue will ensure the continuing longevity of ""Jelly, Nelly"".",https://www.xiaohuasheng.cn/book/88935e41a9cc7d48
